É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2026/04/07 17:31:23

,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ
2017/8/8,22.2,8,1,26.6,8,1,19.8,8,1,15.0,0,8,1,1.9,0,8,1,0,1,8,1,93,8,1
2017/8/9,23.1,8,1,29.8,8,1,19.1,8,1,0.0,0,8,1,8.5,0,8,1,0,1,8,1,88,8,1
2017/8/10,21.4,8,1,27.2,8,1,18.2,8,1,10.0,0,8,1,6.2,0,8,1,0,1,8,1,94,8,1
2017/8/11,19.2,8,1,23.4,8,1,17.7,8,1,4.0,0,8,1,2.0,0,8,1,0,1,8,1,98,8,1
2017/8/12,20.5,8,1,25.2,8,1,17.7,8,1,3.5,0,8,1,4.5,0,8,1,0,1,8,1,96,8,1
2017/8/13,20.9,8,1,26.4,8,1,18.6,8,1,5.5,0,5,1,5.1,0,8,1,0,1,8,1,94,5,1
2017/8/14,19.9,8,1,23.2,8,1,18.9,8,1,20.5,0,8,1,1.6,0,8,1,0,1,8,1,98,8,1
2017/8/15,18.5,8,1,19.5,8,1,17.8,8,1,12.5,0,8,1,0.0,0,8,1,0,1,8,1,100,8,1
2017/8/16,17.6,8,1,18.9,8,1,17.0,8,1,9.0,0,8,1,0.0,0,8,1,0,1,8,1,99,8,1
2017/8/17,19.3,8,1,23.6,8,1,17.1,8,1,0.5,0,8,1,3.4,0,8,1,0,1,8,1,96,8,1
2017/8/18,19.8,8,1,23.4,8,1,18.2,8,1,2.0,0,8,1,0.6,0,8,1,0,1,8,1,98,8,1
2017/8/19,21.0,8,1,27.4,8,1,17.5,8,1,30.0,0,8,1,5.6,0,5,1,0,1,8,1,91,8,1
2017/8/20,19.3,8,1,22.4,8,1,17.1,8,1,0.0,0,8,1,,,1,1,0,1,8,1,96,8,1
2017/8/21,21.0,8,1,25.8,8,1,18.3,8,1,0.5,0,8,1,3.9,0,4,1,0,1,8,1,93,8,1
2017/8/22,21.9,8,1,27.7,8,1,18.4,8,1,0.5,0,8,1,4.4,0,8,1,0,1,8,1,92,8,1
2017/8/23,21.5,8,1,27.3,8,1,17.5,8,1,0.0,0,8,1,5.6,0,8,1,0,1,8,1,90,8,1
2017/8/24,22.9,8,1,29.5,8,1,18.1,8,1,0.0,0,8,1,7.6,0,8,1,0,1,8,1,85,8,1
2017/8/25,22.0,8,1,26.0,8,1,19.3,8,1,4.0,0,8,1,0.2,0,8,1,0,1,8,1,89,8,1
2017/8/26,19.9,8,1,26.1,8,1,13.8,8,1,0.5,0,8,1,6.3,0,8,1,0,1,8,1,93,8,1
2017/8/27,18.2,8,1,22.2,8,1,14.9,8,1,0,1,8,1,5.3,0,8,1,0,1,8,1,88,8,1
2017/8/28,19.3,8,1,26.1,8,1,14.3,8,1,0,1,8,1,6.3,0,4,1,0,1,8,1,84,8,1
2017/8/29,21.2,8,1,28.3,8,1,16.7,8,1,0,1,8,1,4.9,0,8,1,0,1,8,1,90,8,1
2017/8/30,19.7,8,1,26.3,8,1,17.0,8,1,2.5,0,8,1,2.6,0,8,1,0,1,8,1,97,8,1
2017/8/31,15.7,8,1,19.0,8,1,13.1,8,1,13.0,0,8,1,0.0,0,8,1,0,1,8,1,99,8,1
2017/9/1,15.6,8,1,22.2,8,1,10.6,8,1,0.0,0,8,1,5.9,0,8,1,0,1,8,1,86,8,1
2017/9/2,14.8,8,1,21.2,8,1,10.9,8,1,0.5,0,8,1,4.2,0,8,1,0,1,8,1,91,8,1
2017/9/3,15.2,8,1,21.3,8,1,11.4,8,1,0,1,8,1,6.3,0,8,1,0,1,8,1,87,8,1
2017/9/4,14.8,8,1,20.5,8,1,11.4,8,1,0,1,8,1,3.9,0,8,1,0,1,8,1,91,8,1
2017/9/5,16.8,8,1,22.1,8,1,11.8,8,1,2.0,0,8,1,7.0,0,8,1,0,1,8,1,88,8,1
2017/9/6,16.4,8,1,17.3,8,1,15.9,8,1,14.0,0,8,1,0.0,0,8,1,0,1,8,1,100,8,1
2017/9/7,17.5,8,1,19.2,8,1,16.4,8,1,2.0,0,8,1,0.1,0,8,1,0,1,8,1,99,8,1
2017/9/8,17.1,8,1,23.5,8,1,11.6,8,1,2.5,0,8,1,5.9,0,8,1,0,1,8,1,91,8,1
2017/9/9,17.1,8,1,24.3,8,1,13.1,8,1,0.0,0,8,1,9.1,0,8,1,0,1,8,1,84,8,1
2017/9/10,18.7,8,1,26.1,8,1,13.1,8,1,0,1,8,1,9.5,0,8,1,0,1,8,1,85,8,1
2017/9/11,18.3,8,1,20.9,8,1,16.0,8,1,2.0,0,8,1,0.5,0,8,1,0,1,8,1,95,8,1
2017/9/12,18.3,8,1,23.0,8,1,14.4,8,1,5.0,0,8,1,2.6,0,8,1,0,1,8,1,98,8,1
2017/9/13,18.5,8,1,25.3,8,1,14.3,8,1,0,1,8,1,9.1,0,8,1,0,1,8,1,88,8,1
2017/9/14,16.3,8,1,22.9,8,1,11.6,8,1,0,1,8,1,9.1,0,8,1,0,1,8,1,88,8,1
2017/9/15,13.2,8,1,20.3,8,1,8.4,8,1,0,1,8,1,7.5,0,8,1,0,1,8,1,86,8,1
2017/9/16,12.2,8,1,13.8,8,1,9.5,8,1,5.0,0,8,1,0.0,0,8,1,0,1,8,1,95,8,1
2017/9/17,13.6,8,1,15.9,8,1,11.8,8,1,13.0,0,8,1,0.0,0,8,1,0,1,8,1,100,8,1
2017/9/18,18.2,8,1,24.8,8,1,11.9,8,1,5.0,0,8,1,11.1,0,8,1,0,1,8,1,84,8,1
2017/9/19,16.3,8,1,23.2,8,1,12.0,8,1,0,1,8,1,8.8,0,8,1,0,1,8,1,85,8,1
2017/9/20,15.3,8,1,21.6,8,1,10.4,8,1,0,1,8,1,1.6,0,8,1,0,1,8,1,81,8,1
2017/9/21,13.8,8,1,21.8,8,1,7.3,8,1,0,1,8,1,8.8,0,8,1,0,1,8,1,83,8,1
2017/9/22,14.0,8,1,16.9,8,1,9.6,8,1,2.0,0,8,1,0.7,0,8,1,0,1,8,1,94,8,1
2017/9/23,15.4,8,1,18.4,8,1,13.6,8,1,9.0,0,8,1,2.3,0,8,1,0,1,8,1,96,8,1
2017/9/24,16.8,8,1,22.6,8,1,13.7,8,1,0,1,8,1,7.6,0,8,1,0,1,8,1,91,8,1
2017/9/25,16.4,8,1,22.6,8,1,12.7,8,1,0,1,8,1,6.8,0,8,1,0,1,8,1,89,8,1
2017/9/26,16.5,8,1,22.8,8,1,10.3,8,1,0.0,0,8,1,10.5,0,8,1,0,1,8,1,89,8,1
2017/9/27,16.0,8,1,19.9,8,1,13.1,8,1,6.5,0,8,1,2.8,0,8,1,0,1,8,1,94,8,1
2017/9/28,11.8,8,1,15.1,8,1,7.5,8,1,16.5,0,8,1,0.0,0,8,1,0,1,8,1,99,8,1
2017/9/29,11.3,8,1,20.4,8,1,6.0,8,1,0,1,8,1,9.5,0,8,1,0,1,8,1,85,8,1
2017/9/30,11.2,8,1,19.1,8,1,5.5,8,1,0,1,8,1,8.9,0,8,1,0,1,8,1,84,8,1
2017/10/1,11.3,8,1,18.4,8,1,2.9,8,1,0,1,8,1,8.8,0,8,1,0,1,8,1,83,8,1
2017/10/2,13.3,8,1,15.7,8,1,11.5,8,1,8.0,0,8,1,0.0,0,8,1,0,1,8,1,98,8,1
2017/10/3,14.6,8,1,22.1,8,1,10.7,8,1,0.5,0,8,1,5.5,0,8,1,0,1,8,1,95,8,1
2017/10/4,9.1,8,1,16.4,8,1,3.1,8,1,0,1,8,1,4.3,0,8,1,0,1,8,1,83,8,1
2017/10/5,7.6,8,1,14.7,8,1,2.1,8,1,0,1,8,1,7.6,0,8,1,0,1,8,1,86,8,1
2017/10/6,8.9,8,1,12.3,8,1,6.0,8,1,29.5,0,8,1,0.2,0,8,1,0,1,8,1,95,8,1
2017/10/7,13.8,8,1,17.1,8,1,10.1,8,1,5.5,0,8,1,0.0,0,8,1,0,1,8,1,97,8,1
2017/10/8,15.8,8,1,22.0,8,1,12.3,8,1,0,1,8,1,7.9,0,8,1,0,1,8,1,92,8,1
2017/10/9,16.4,8,1,23.0,8,1,12.9,8,1,0,1,8,1,7.7,0,8,1,0,1,8,1,89,8,1
2017/10/10,16.7,8,1,24.4,8,1,12.9,8,1,0,1,8,1,7.2,0,8,1,0,1,8,1,90,8,1
2017/10/11,16.4,8,1,23.0,8,1,13.1,8,1,0,1,8,1,3.9,0,8,1,0,1,8,1,96,8,1
2017/10/12,14.8,8,1,22.5,8,1,9.6,8,1,0.0,0,8,1,6.6,0,8,1,0,1,8,1,88,8,1
2017/10/13,9.2,8,1,10.4,8,1,8.0,8,1,32.0,0,8,1,0.0,0,8,1,0,1,8,1,100,8,1
2017/10/14,10.4,8,1,12.7,8,1,8.9,8,1,1.0,0,8,1,0.0,0,8,1,0,1,8,1,99,8,1
2017/10/15,9.5,8,1,11.2,8,1,8.1,8,1,14.0,0,8,1,0.0,0,8,1,0,1,8,1,100,8,1
2017/10/16,7.6,8,1,9.5,8,1,6.3,8,1,37.5,0,8,1,0.0,0,8,1,0,1,8,1,100,8,1
2017/10/17,7.6,8,1,11.7,8,1,3.9,8,1,9.0,0,8,1,0.5,0,8,1,0,1,8,1,100,8,1
2017/10/18,7.5,8,1,12.7,8,1,4.4,8,1,0.5,0,8,1,4.4,0,8,1,0,1,8,1,93,8,1
2017/10/19,5.7,8,1,7.7,8,1,4.3,8,1,25.0,0,8,1,0.0,0,8,1,0,1,8,1,100,8,1
2017/10/20,10.0,8,1,11.7,8,1,6.8,8,1,7.5,0,8,1,0.0,0,8,1,0,1,8,1,100,8,1
2017/10/21,12.3,8,1,13.0,8,1,11.3,8,1,3.0,0,8,1,0.0,0,8,1,0,1,8,1,100,8,1
2017/10/22,12.5,8,1,13.2,8,1,11.6,8,1,82.5,0,8,1,0.0,0,8,1,0,1,8,1,100,8,1
2017/10/23,8.5,8,1,11.7,8,1,4.8,8,1,57.0,0,8,1,3.7,0,8,1,0,1,8,1,90,8,1
2017/10/24,6.1,8,1,10.4,8,1,4.0,8,1,0,1,8,1,1.1,0,8,1,0,1,8,1,92,8,1
2017/10/25,5.8,8,1,7.0,8,1,5.1,8,1,10.0,0,8,1,0.0,0,8,1,0,1,8,1,100,8,1
2017/10/26,7.4,8,1,16.4,8,1,2.7,8,1,0,1,8,1,7.0,0,8,1,0,1,8,1,87,8,1
2017/10/27,8.0,8,1,16.2,8,1,1.0,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,79,8,1
2017/10/28,9.0,8,1,11.0,8,1,6.4,8,1,12.0,0,8,1,0.0,0,8,1,0,1,8,1,92,8,1
2017/10/29,9.8,8,1,11.5,8,1,8.8,8,1,49.0,0,8,1,0.0,0,8,1,0,1,8,1,100,8,1
2017/10/30,5.4,8,1,10.4,8,1,-1.0,8,1,0.0,0,8,1,10.1,0,8,1,0,1,8,1,75,8,1
2017/10/31,3.4,8,1,12.5,8,1,-1.4,8,1,0,1,8,1,8.2,0,8,1,0,1,8,1,83,8,1
2017/11/1,6.3,8,1,14.6,8,1,-0.2,8,1,0,1,8,1,8.8,0,8,1,0,1,8,1,84,8,1
2017/11/2,7.9,8,1,15.4,8,1,1.3,8,1,0,1,8,1,8.2,0,5,1,0,1,8,1,77,8,1
2017/11/3,7.6,8,1,16.0,8,1,0.8,8,1,0,1,8,1,9.5,0,8,1,0,1,8,1,85,8,1
2017/11/4,5.0,8,1,8.9,8,1,1.6,8,1,0.5,0,8,1,0.1,0,8,1,0,1,8,1,98,8,1
2017/11/5,2.9,8,1,9.6,8,1,-0.8,8,1,0,1,8,1,7.3,0,8,1,0,1,8,1,86,8,1
2017/11/6,6.4,8,1,17.4,8,1,-1.3,8,1,0,1,8,1,9.9,0,8,1,0,1,8,1,78,8,1
2017/11/7,9.7,8,1,20.0,8,1,2.0,8,1,0,1,8,1,9.6,0,8,1,0,1,8,1,54,8,1
2017/11/8,11.8,8,1,15.4,8,1,4.3,8,1,0.0,0,8,1,0.1,0,8,1,0,1,8,1,71,8,1
2017/11/9,5.6,8,1,11.0,8,1,0.5,8,1,0,1,8,1,8.6,0,8,1,0,1,8,1,74,8,1
2017/11/10,4.0,8,1,11.8,8,1,-2.5,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,79,8,1
2017/11/11,7.0,8,1,12.2,8,1,0.0,8,1,4.0,0,8,1,6.6,0,8,1,0,1,8,1,69,8,1
2017/11/12,1.9,8,1,8.4,8,1,-1.4,8,1,0,1,8,1,7.9,0,8,1,0,1,8,1,83,8,1
2017/11/13,4.1,8,1,11.1,8,1,-2.5,8,1,0,1,8,1,7.5,0,8,1,0,1,8,1,80,8,1
2017/11/14,6.7,8,1,13.6,8,1,0.8,8,1,0.0,0,8,1,1.9,0,8,1,0,1,8,1,85,8,1
2017/11/15,5.7,8,1,12.5,8,1,0.5,8,1,0,1,8,1,5.6,0,8,1,0,1,8,1,78,8,1
2017/11/16,1.7,8,1,8.2,8,1,-4.1,8,1,0.0,0,8,1,8.0,0,8,1,0,1,8,1,77,8,1
2017/11/17,0.0,8,1,8.8,8,1,-5.0,8,1,0,1,8,1,6.5,0,8,1,0,1,8,1,84,8,1
2017/11/18,4.2,8,1,8.1,8,1,-2.3,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,78,8,1
2017/11/19,-0.6,8,1,5.9,8,1,-4.3,8,1,0.0,0,8,1,7.3,0,8,1,0,1,8,1,74,8,1
2017/11/20,-1.6,8,1,4.1,8,1,-5.6,8,1,1.0,0,8,1,1.3,0,8,1,0,1,8,1,83,8,1
2017/11/21,-2.3,8,1,2.5,8,1,-5.4,8,1,0.0,0,8,1,7.8,0,8,1,0,1,8,1,89,8,1
2017/11/22,-0.2,8,1,5.0,8,1,-6.2,8,1,0.0,0,8,1,3.8,0,8,1,0,1,8,1,80,8,1
2017/11/23,2.9,8,1,8.0,8,1,-2.1,8,1,6.0,0,8,1,2.1,0,8,1,0,1,8,1,90,8,1
2017/11/24,0.5,8,1,5.2,8,1,-1.7,8,1,0.0,0,8,1,5.4,0,8,1,0,1,8,1,69,8,1
2017/11/25,1.4,8,1,7.7,8,1,-2.6,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,65,8,1
2017/11/26,4.9,8,1,10.9,8,1,-3.9,8,1,0.0,0,8,1,6.7,0,8,1,0,1,8,1,56,8,1
2017/11/27,2.5,8,1,8.3,8,1,-0.3,8,1,0,1,8,1,5.9,0,8,1,0,1,8,1,87,8,1
2017/11/28,3.1,8,1,10.3,8,1,-2.4,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,88,8,1
2017/11/29,6.4,8,1,16.2,8,1,-1.9,8,1,0,1,8,1,8.9,0,8,1,0,1,8,1,79,8,1
2017/11/30,2.0,8,1,3.7,8,1,0.1,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,98,8,1
2017/12/1,1.0,8,1,9.1,8,1,-2.8,8,1,0,1,8,1,6.0,0,8,1,0,1,8,1,89,8,1
2017/12/2,-0.7,8,1,6.1,8,1,-4.0,8,1,0,1,8,1,7.1,0,8,1,0,1,8,1,81,8,1
2017/12/3,0.7,8,1,11.0,8,1,-5.1,8,1,0,1,8,1,9.0,0,8,1,0,1,8,1,67,8,1
2017/12/4,1.2,8,1,8.5,8,1,-5.5,8,1,0,1,8,1,4.4,0,8,1,0,1,8,1,65,8,1
2017/12/5,0.9,8,1,5.7,8,1,-2.4,8,1,0.0,0,8,1,4.0,0,8,1,0,1,8,1,74,8,1
2017/12/6,-1.6,8,1,3.9,8,1,-5.6,8,1,0.0,0,8,1,7.7,0,8,1,0,1,8,1,72,8,1
2017/12/7,-1.2,8,1,7.1,8,1,-7.2,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,71,8,1
2017/12/8,-1.1,8,1,4.0,8,1,-7.3,8,1,1.5,0,8,1,1.3,0,8,1,0,1,8,1,80,8,1
2017/12/9,-2.7,8,1,2.3,8,1,-7.2,8,1,0,1,8,1,7.5,0,8,1,0,1,8,1,75,8,1
2017/12/10,0.8,8,1,6.7,8,1,-6.6,8,1,0,1,8,1,7.1,0,8,1,0,1,8,1,64,8,1
2017/12/11,2.8,8,1,8.5,8,1,-3.2,8,1,0,1,8,1,7.9,0,8,1,0,1,8,1,61,8,1
2017/12/12,-3.4,8,1,1.3,8,1,-7.4,8,1,0.0,0,8,1,5.5,0,8,1,0,1,8,1,62,8,1
2017/12/13,-4.1,8,1,1.9,8,1,-8.2,8,1,0,1,8,1,8.5,0,8,1,0,1,8,1,73,8,1
2017/12/14,-4.6,8,1,2.2,8,1,-9.2,8,1,0,1,8,1,6.2,0,8,1,0,1,8,1,79,8,1
2017/12/15,-3.3,8,1,4.1,8,1,-9.5,8,1,0,1,8,1,8.1,0,8,1,0,1,8,1,74,8,1
2017/12/16,2.5,8,1,8.2,8,1,-5.0,8,1,0,1,8,1,6.3,0,8,1,0,1,8,1,58,8,1
2017/12/17,-4.1,8,1,1.4,8,1,-8.0,8,1,0.0,0,8,1,7.4,0,8,1,0,1,8,1,76,8,1
2017/12/18,-3.8,8,1,3.4,8,1,-11.9,8,1,0,1,8,1,9.0,0,8,1,0,1,8,1,69,8,1
2017/12/19,-1.3,8,1,3.9,8,1,-8.0,8,1,0.0,0,8,1,4.9,0,8,1,0,1,8,1,68,8,1
2017/12/20,-4.0,8,1,3.7,8,1,-8.1,8,1,0,1,8,1,8.2,0,8,1,0,1,8,1,76,8,1
2017/12/21,-4.0,8,1,4.3,8,1,-9.6,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,77,8,1
2017/12/22,-3.0,8,1,5.9,8,1,-9.9,8,1,0,1,8,1,9.1,0,8,1,0,1,8,1,71,8,1
2017/12/23,-1.3,8,1,6.9,8,1,-6.4,8,1,0,1,8,1,9.1,0,8,1,0,1,8,1,68,8,1
2017/12/24,0.5,8,1,6.6,8,1,-5.4,8,1,0.0,0,8,1,4.1,0,8,1,0,1,8,1,75,8,1
2017/12/25,0.6,8,1,5.3,8,1,-4.7,8,1,3.5,0,8,1,8.5,0,8,1,0,1,8,1,80,8,1
2017/12/26,-2.1,8,1,3.6,8,1,-5.9,8,1,0.0,0,8,1,3.5,0,8,1,0,1,8,1,73,8,1
2017/12/27,-5.6,8,1,-2.6,8,1,-7.7,8,1,0.0,0,8,1,6.2,0,8,1,0,1,8,1,81,8,1
2017/12/28,-5.5,8,1,0.0,8,1,-9.1,8,1,0,1,8,1,6.9,0,8,1,0,1,8,1,79,8,1
2017/12/29,-4.3,8,1,2.5,8,1,-10.9,8,1,0,1,8,1,8.5,0,8,1,0,1,8,1,75,8,1
2017/12/30,-3.3,8,1,2.1,8,1,-7.4,8,1,0.0,0,8,1,9.2,0,8,1,0,1,8,1,72,8,1
2017/12/31,-3.0,8,1,0.4,8,1,-7.0,8,1,0,1,8,1,2.5,0,8,1,0,1,8,1,83,8,1
2018/1/1,-1.9,8,1,4.4,8,1,-7.0,8,1,0,1,8,1,7.2,0,8,1,0,1,8,1,76,8,1
2018/1/2,-2.6,8,1,1.7,8,1,-5.4,8,1,0.0,0,8,1,7.6,0,8,1,0,1,8,1,78,8,1
2018/1/3,-4.8,8,1,-1.3,8,1,-6.8,8,1,0.0,0,8,1,5.6,0,8,1,0,1,8,1,74,8,1
2018/1/4,-5.0,8,1,0.2,8,1,-8.5,8,1,0.0,0,8,1,7.6,0,8,1,0,1,8,1,82,8,1
2018/1/5,-6.1,8,1,-0.5,8,1,-10.7,8,1,0,1,8,1,4.2,0,8,1,0,1,8,1,85,8,1
2018/1/6,-5.0,8,1,3.5,8,1,-11.9,8,1,0,1,8,1,8.3,0,8,1,0,1,8,1,78,8,1
2018/1/7,-4.4,8,1,1.1,8,1,-7.9,8,1,0,1,8,1,8.4,0,8,1,0,1,8,1,83,8,1
2018/1/8,-1.0,8,1,5.4,8,1,-6.6,8,1,4.5,0,8,1,0.4,0,8,1,0,1,8,1,85,8,1
2018/1/9,2.4,8,1,7.4,8,1,-4.3,8,1,2.0,0,8,1,5.8,0,8,1,0,1,8,1,78,8,1
2018/1/10,-1.8,8,1,3.3,8,1,-4.6,8,1,0.0,0,8,1,8.7,0,8,1,1,0,8,1,63,8,1
2018/1/11,-4.8,8,1,-0.5,8,1,-7.9,8,1,0.5,0,8,1,8.1,0,8,1,1,0,8,1,63,8,1
2018/1/12,-6.8,8,1,-0.2,8,1,-11.7,8,1,0,1,8,1,8.7,0,8,1,0,1,8,1,62,8,1
2018/1/13,-5.6,8,1,1.3,8,1,-13.1,8,1,0.0,0,8,1,7.8,0,8,1,0,1,8,1,71,8,1
2018/1/14,-6.3,8,1,-0.7,8,1,-9.1,8,1,0.0,0,8,1,6.6,0,8,1,0,1,8,1,84,8,1
2018/1/15,-1.1,8,1,7.1,8,1,-11.5,8,1,0,1,8,1,9.5,0,8,1,0,1,8,1,57,8,1
2018/1/16,0.5,8,1,10.0,8,1,-5.4,8,1,0,1,8,1,5.8,0,8,1,0,1,8,1,75,8,1
2018/1/17,3.9,8,1,7.0,8,1,1.5,8,1,5.0,0,8,1,0.0,0,8,1,0,1,8,1,84,8,1
2018/1/18,1.3,8,1,6.8,8,1,-1.8,8,1,0.0,0,8,1,4.0,0,8,1,0,1,8,1,92,8,1
2018/1/19,-1.1,8,1,3.1,8,1,-3.2,8,1,0,1,8,1,6.4,0,8,1,0,1,8,1,84,8,1
2018/1/20,-0.2,8,1,6.2,8,1,-2.8,8,1,0,1,8,1,5.6,0,8,1,0,1,8,1,83,8,1
2018/1/21,-1.4,8,1,6.3,8,1,-5.8,8,1,0,1,8,1,7.7,0,8,1,0,1,8,1,77,8,1
2018/1/22,-5.4,8,1,-2.4,8,1,-6.8,8,1,3.5,0,8,1,0.0,0,8,1,10,0,8,1,90,8,1
2018/1/23,-2.7,8,1,3.3,8,1,-7.6,8,1,0.0,0,8,1,4.6,0,8,1,0,1,8,1,72,8,1
2018/1/24,-7.5,8,1,-2.9,8,1,-12.2,8,1,0.0,0,8,1,2.8,0,8,1,1,0,8,1,69,8,1
2018/1/25,-10.2,8,1,-5.0,8,1,-14.9,8,1,0.0,0,8,1,9.6,0,8,1,0,1,8,1,67,8,1
2018/1/26,-9.6,8,1,-4.7,8,1,-14.7,8,1,0.0,0,8,1,7.5,0,8,1,0,1,8,1,68,8,1
2018/1/27,-8.5,8,1,-2.0,8,1,-14.7,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,68,8,1
2018/1/28,-5.4,8,1,2.0,8,1,-12.0,8,1,0.0,0,8,1,5.0,0,8,1,0,1,8,1,73,8,1
2018/1/29,-2.1,8,1,3.6,8,1,-7.4,8,1,0.0,0,8,1,9.4,0,8,1,0,1,8,1,65,8,1
2018/1/30,-6.6,8,1,-0.3,8,1,-10.2,8,1,0,1,8,1,8.2,0,8,1,0,1,8,1,76,8,1
2018/1/31,-3.8,8,1,2.8,8,1,-10.1,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,58,8,1
2018/2/1,-4.5,8,1,-2.3,8,1,-6.0,8,1,4.5,0,8,1,0.0,0,8,1,6,0,8,1,94,8,1
2018/2/2,-4.3,8,1,-2.9,8,1,-5.5,8,1,2.0,0,8,1,0.2,0,8,1,5,0,8,1,94,8,1
2018/2/3,-2.6,8,1,4.8,8,1,-8.6,8,1,0.0,0,8,1,6.9,0,8,1,0,1,8,1,85,8,1
2018/2/4,-4.5,8,1,1.6,8,1,-9.6,8,1,0.0,0,8,1,9.5,0,8,1,1,0,8,1,68,8,1
2018/2/5,-5.6,8,1,-0.1,8,1,-10.5,8,1,0.5,0,8,1,7.3,0,8,1,0,1,8,1,77,8,1
2018/2/6,-7.1,8,1,-1.4,8,1,-11.7,8,1,0.0,0,8,1,7.4,0,8,1,0,1,8,1,59,8,1
2018/2/7,-6.2,8,1,0.1,8,1,-10.4,8,1,0,1,8,1,9.9,0,8,1,0,1,8,1,65,8,1
2018/2/8,-7.1,8,1,0.6,8,1,-11.5,8,1,0.0,0,8,1,8.0,0,8,1,0,1,8,1,68,8,1
2018/2/9,-6.1,8,1,2.6,8,1,-14.8,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,62,8,1
2018/2/10,-1.0,8,1,7.7,8,1,-8.6,8,1,2.5,0,8,1,4.7,0,8,1,1,0,8,1,66,8,1
2018/2/11,-1.1,8,1,5.5,8,1,-6.8,8,1,0.5,0,8,1,5.2,0,8,1,0,1,8,1,70,8,1
2018/2/12,-5.6,8,1,-0.8,8,1,-7.7,8,1,0.0,0,8,1,5.0,0,8,1,0,1,8,1,62,8,1
2018/2/13,-5.3,8,1,0.1,8,1,-9.1,8,1,0.0,0,8,1,9.0,0,8,1,0,1,8,1,64,8,1
2018/2/14,-1.9,8,1,5.4,8,1,-11.2,8,1,0,1,8,1,10.1,0,8,1,0,1,8,1,56,8,1
2018/2/15,0.4,8,1,6.8,8,1,-6.1,8,1,0.0,0,8,1,8.4,0,8,1,0,1,8,1,74,8,1
2018/2/16,-2.6,8,1,3.7,8,1,-6.6,8,1,0,1,8,1,5.3,0,8,1,0,1,8,1,78,8,1
2018/2/17,-3.6,8,1,2.1,8,1,-9.3,8,1,0.0,0,8,1,7.3,0,8,1,0,1,8,1,69,8,1
2018/2/18,-6.9,8,1,-0.6,8,1,-12.7,8,1,0.0,0,8,1,10.4,0,8,1,0,1,8,1,64,8,1
2018/2/19,-4.0,8,1,3.9,8,1,-10.9,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,74,8,1
2018/2/20,-2.3,8,1,5.2,8,1,-6.7,8,1,0,1,8,1,6.8,0,8,1,0,1,8,1,69,8,1
2018/2/21,-4.1,8,1,3.1,8,1,-8.0,8,1,0,1,8,1,5.9,0,8,1,0,1,8,1,79,8,1
2018/2/22,-4.3,8,1,3.1,8,1,-8.8,8,1,0.0,0,8,1,4.6,0,8,1,0,1,8,1,87,8,1
2018/2/23,-2.7,8,1,4.8,8,1,-9.1,8,1,0.0,0,8,1,10.0,0,8,1,0,1,8,1,64,8,1
2018/2/24,-1.3,8,1,7.3,8,1,-8.6,8,1,0,1,8,1,8.6,0,8,1,0,1,8,1,64,8,1
2018/2/25,-3.4,8,1,3.2,8,1,-6.7,8,1,0,1,8,1,3.4,0,8,1,0,1,8,1,80,8,1
2018/2/26,-1.8,8,1,7.3,8,1,-8.1,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,73,8,1
2018/2/27,-1.2,8,1,8.6,8,1,-6.8,8,1,0,1,8,1,8.1,0,8,1,0,1,8,1,75,8,1
2018/2/28,0.9,8,1,8.4,8,1,-5.5,8,1,0.0,0,8,1,5.5,0,8,1,0,1,8,1,66,8,1
2018/3/1,3.1,8,1,10.0,8,1,-0.6,8,1,12.0,0,8,1,4.1,0,8,1,1,0,8,1,75,8,1
2018/3/2,-0.2,8,1,6.8,8,1,-6.1,8,1,0,1,8,1,10.9,0,8,1,0,1,8,1,51,8,1
2018/3/3,1.1,8,1,12.3,8,1,-7.6,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,61,8,1
2018/3/4,8.6,8,1,18.2,8,1,-2.3,8,1,0,1,8,1,10.8,0,8,1,0,1,8,1,54,8,1
2018/3/5,5.4,8,1,9.6,8,1,-0.6,8,1,37.5,0,8,1,0.0,0,8,1,0,1,8,1,96,8,1
