É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2026/04/07 17:19:33

,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe
2018/2/23,17.1,8,1,19.4,8,1,15.5,8,1,0.5,0,8,1,0.3,0,8,1,,,0,1,74,8,1
2018/2/24,19.4,8,1,21.9,8,1,17.3,8,1,0.0,0,8,1,3.5,0,8,1,,,0,1,67,8,1
2018/2/25,20.9,8,1,23.4,8,1,19.4,8,1,4.5,0,8,1,2.8,0,8,1,,,0,1,77,8,1
2018/2/26,18.7,8,1,20.9,8,1,16.6,8,1,2.0,0,8,1,6.9,0,8,1,,,0,1,61,8,1
2018/2/27,18.4,8,1,21.7,8,1,14.0,8,1,0.0,0,8,1,8.5,0,8,1,,,0,1,60,8,1
2018/2/28,20.7,8,1,23.4,8,1,17.7,8,1,11.0,0,8,1,3.4,0,8,1,,,0,1,69,8,1
2018/3/1,18.1,8,1,20.4,8,1,15.7,8,1,0,1,8,1,9.4,0,8,1,,,0,1,61,8,1
2018/3/2,18.2,8,1,21.8,8,1,14.5,8,1,0.0,0,8,1,5.1,0,8,1,,,0,1,66,8,1
2018/3/3,21.0,8,1,22.5,8,1,19.6,8,1,54.0,0,8,1,0.0,0,8,1,,,0,1,91,8,1
2018/3/4,23.1,8,1,27.4,8,1,20.5,8,1,0.0,0,8,1,4.9,0,8,1,,,0,1,90,8,1
2018/3/5,22.4,8,1,25.4,8,1,19.0,8,1,24.5,0,8,1,0.9,0,8,1,,,0,1,89,8,1
2018/3/6,19.0,8,1,20.9,8,1,17.9,8,1,0.0,0,8,1,2.5,0,8,1,,,0,1,72,8,1
2018/3/7,20.7,8,1,23.8,8,1,17.9,8,1,8.0,0,8,1,7.6,0,8,1,,,0,1,78,8,1
2018/3/8,17.8,8,1,20.5,8,1,14.6,8,1,1.5,0,8,1,0.0,0,8,1,,,0,1,79,8,1
2018/3/9,15.5,8,1,17.1,8,1,14.7,8,1,0.0,0,8,1,0.7,0,8,1,,,0,1,53,8,1
2018/3/10,17.1,8,1,20.0,8,1,15.3,8,1,0.0,0,8,1,6.9,0,8,1,,,0,1,50,8,1
2018/3/11,17.4,8,1,21.2,8,1,13.7,8,1,0.0,0,8,1,7.7,0,8,1,,,0,1,49,8,1
2018/3/12,18.2,8,1,21.2,8,1,16.1,8,1,0,1,8,1,1.9,0,8,1,,,0,1,55,8,1
2018/3/13,20.0,8,1,24.1,8,1,17.3,8,1,0,1,8,1,10.9,0,8,1,,,0,1,58,8,1
2018/3/14,20.9,8,1,24.8,8,1,17.5,8,1,0.0,0,8,1,7.2,0,8,1,,,0,1,69,8,1
2018/3/15,21.7,8,1,24.4,8,1,19.5,8,1,0.0,0,8,1,4.5,0,8,1,,,0,1,73,8,1
2018/3/16,20.8,8,1,22.1,8,1,18.8,8,1,5.5,0,8,1,0.0,0,8,1,,,0,1,88,8,1
2018/3/17,20.9,8,1,24.6,8,1,18.8,8,1,2.0,0,8,1,4.8,0,8,1,,,0,1,76,8,1
2018/3/18,21.2,8,1,24.6,8,1,19.3,8,1,0.0,0,8,1,9.6,0,8,1,,,0,1,70,8,1
2018/3/19,21.9,8,1,25.1,8,1,18.3,8,1,0,1,8,1,9.8,0,8,1,,,0,1,76,8,1
2018/3/20,22.9,8,1,25.8,8,1,20.1,8,1,3.0,0,8,1,3.9,0,8,1,,,0,1,80,8,1
2018/3/21,17.9,8,1,20.2,8,1,15.8,8,1,2.0,0,8,1,1.4,0,8,1,,,0,1,70,8,1
2018/3/22,15.9,8,1,18.1,8,1,14.6,8,1,0.0,0,8,1,2.8,0,8,1,,,0,1,54,8,1
2018/3/23,16.6,8,1,18.6,8,1,14.8,8,1,0,1,8,1,10.8,0,8,1,,,0,1,50,8,1
2018/3/24,17.7,8,1,21.7,8,1,12.8,8,1,0,1,8,1,8.2,0,8,1,,,0,1,54,8,1
2018/3/25,19.4,8,1,23.0,8,1,16.4,8,1,0.0,0,8,1,5.9,0,8,1,,,0,1,55,8,1
2018/3/26,20.3,8,1,23.2,8,1,17.3,8,1,0,1,8,1,5.5,0,8,1,,,0,1,59,8,1
2018/3/27,20.9,8,1,24.4,8,1,16.4,8,1,0,1,8,1,10.9,0,8,1,,,0,1,64,8,1
2018/3/28,22.1,8,1,25.5,8,1,18.8,8,1,0,1,8,1,10.0,0,8,1,,,0,1,71,8,1
2018/3/29,22.5,8,1,25.4,8,1,20.6,8,1,0.0,0,8,1,8.7,0,8,1,,,0,1,69,8,1
2018/3/30,22.1,8,1,25.5,8,1,19.8,8,1,0.0,0,8,1,10.2,0,8,1,,,0,1,58,8,1
2018/3/31,22.0,8,1,24.6,8,1,20.4,8,1,0,1,8,1,8.9,0,8,1,,,0,1,60,8,1
2018/4/1,22.0,8,1,25.3,8,1,20.2,8,1,0,1,8,1,9.8,0,8,1,,,0,1,63,8,1
2018/4/2,21.8,8,1,25.4,8,1,19.7,8,1,0.0,0,8,1,11.2,0,8,1,,,0,1,60,8,1
2018/4/3,22.2,8,1,25.5,8,1,20.1,8,1,0.0,0,8,1,6.4,0,8,1,,,0,1,63,8,1
2018/4/4,22.6,8,1,26.7,8,1,20.0,8,1,0.0,0,8,1,5.9,0,8,1,,,0,1,68,8,1
2018/4/5,22.9,8,1,26.7,8,1,20.6,8,1,0.0,0,8,1,7.4,0,8,1,,,0,1,70,8,1
2018/4/6,21.6,8,1,26.3,8,1,17.8,8,1,1.0,0,8,1,3.4,0,8,1,,,0,1,79,8,1
2018/4/7,16.1,8,1,18.7,8,1,15.0,8,1,0.0,0,8,1,0.0,0,8,1,,,0,1,49,8,1
2018/4/8,16.4,8,1,19.0,8,1,14.6,8,1,0,1,8,1,9.5,0,8,1,,,0,1,49,8,1
2018/4/9,18.1,8,1,22.8,8,1,13.2,8,1,0,1,8,1,10.8,0,8,1,,,0,1,59,8,1
2018/4/10,21.6,8,1,25.5,8,1,18.1,8,1,0,1,8,1,7.6,0,8,1,,,0,1,68,8,1
2018/4/11,23.4,8,1,26.5,8,1,21.4,8,1,2.0,0,8,1,1.5,0,8,1,,,0,1,87,8,1
2018/4/12,23.3,8,1,28.1,8,1,20.0,8,1,50.0,0,8,1,2.5,0,8,1,,,0,1,88,8,1
2018/4/13,23.7,8,1,27.9,8,1,20.2,8,1,0.0,0,8,1,7.6,0,8,1,,,0,1,82,8,1
2018/4/14,24.8,8,1,27.5,8,1,23.0,8,1,0.0,0,8,1,3.2,0,8,1,,,0,1,86,8,1
2018/4/15,19.6,8,1,24.3,8,1,16.4,8,1,11.5,0,8,1,0.0,0,8,1,,,0,1,87,8,1
2018/4/16,18.7,8,1,21.7,8,1,16.8,8,1,4.0,0,8,1,0.9,0,8,1,,,0,1,69,8,1
2018/4/17,18.2,8,1,19.2,8,1,16.9,8,1,17.0,0,8,1,0.0,0,8,1,,,0,1,87,8,1
2018/4/18,20.7,8,1,23.3,8,1,17.6,8,1,0,1,8,1,5.4,0,8,1,,,0,1,68,8,1
2018/4/19,21.9,8,1,26.3,8,1,18.5,8,1,0,1,8,1,7.4,0,8,1,,,0,1,65,8,1
2018/4/20,22.2,8,1,24.7,8,1,20.3,8,1,0,1,8,1,7.6,0,8,1,,,0,1,65,8,1
2018/4/21,22.8,8,1,26.0,8,1,21.5,8,1,2.5,0,8,1,0.6,0,8,1,,,0,1,85,8,1
2018/4/22,22.3,8,1,23.7,8,1,20.7,8,1,18.5,0,8,1,0.3,0,8,1,,,0,1,92,8,1
2018/4/23,24.0,8,1,27.0,8,1,22.1,8,1,0.0,0,8,1,4.5,0,8,1,,,0,1,87,8,1
2018/4/24,24.4,8,1,27.5,8,1,20.9,8,1,19.5,0,8,1,2.4,0,8,1,,,0,1,88,8,1
2018/4/25,21.1,8,1,23.6,8,1,19.8,8,1,0.0,0,8,1,1.0,0,8,1,,,0,1,77,8,1
2018/4/26,21.4,8,1,24.0,8,1,19.6,8,1,0,1,8,1,10.5,0,8,1,,,0,1,63,8,1
2018/4/27,21.9,8,1,24.7,8,1,19.3,8,1,0,1,8,1,9.2,0,8,1,,,0,1,64,8,1
2018/4/28,22.3,8,1,25.3,8,1,19.2,8,1,0,1,8,1,11.9,0,8,1,,,0,1,58,8,1
2018/4/29,22.5,8,1,25.7,8,1,19.4,8,1,0,1,8,1,5.9,0,8,1,,,0,1,64,8,1
2018/4/30,24.1,8,1,28.4,8,1,21.1,8,1,0.0,0,8,1,6.9,0,8,1,,,0,1,67,8,1
2018/5/1,24.7,8,1,27.8,8,1,22.6,8,1,0,1,8,1,6.5,0,8,1,,,0,1,79,8,1
2018/5/2,25.5,8,1,28.5,8,1,23.5,8,1,5.5,0,8,1,9.7,0,8,1,,,0,1,85,8,1
2018/5/3,20.6,8,1,23.9,8,1,16.7,8,1,5.5,0,8,1,0.0,0,8,1,,,0,1,74,8,1
2018/5/4,21.7,8,1,25.5,8,1,18.1,8,1,0,1,8,1,9.6,0,8,1,,,0,1,48,8,1
2018/5/5,22.3,8,1,25.7,8,1,18.6,8,1,0,1,8,1,3.9,0,8,1,,,0,1,58,8,1
2018/5/6,24.3,8,1,28.0,8,1,21.6,8,1,0,1,8,1,11.1,0,8,1,,,0,1,72,8,1
2018/5/7,25.3,8,1,28.1,8,1,23.4,8,1,0,1,8,1,6.9,0,8,1,,,0,1,84,8,1
2018/5/8,24.5,8,1,27.5,8,1,22.5,8,1,6.5,0,8,1,0.8,0,8,1,,,0,1,90,8,1
2018/5/9,23.5,8,1,25.7,8,1,22.5,8,1,0.0,0,8,1,8.3,0,8,1,,,0,1,75,8,1
2018/5/10,24.0,8,1,27.7,8,1,21.9,8,1,0.0,0,8,1,7.2,0,8,1,,,0,1,75,8,1
2018/5/11,24.3,8,1,26.6,8,1,22.9,8,1,0.0,0,8,1,11.3,0,8,1,,,0,1,69,8,1
2018/5/12,24.6,8,1,27.5,8,1,22.5,8,1,0.5,0,8,1,1.1,0,8,1,,,0,1,88,8,1
2018/5/13,25.3,8,1,28.0,8,1,23.1,8,1,0.0,0,8,1,11.2,0,8,1,,,0,1,80,8,1
2018/5/14,26.3,8,1,29.9,8,1,23.7,8,1,0,1,8,1,12.7,0,8,1,,,0,1,78,8,1
2018/5/15,27.1,8,1,31.0,8,1,24.4,8,1,0,1,8,1,12.6,0,8,1,,,0,1,74,8,1
2018/5/16,27.3,8,1,31.6,8,1,24.6,8,1,0,1,8,1,11.1,0,8,1,,,0,1,77,8,1
2018/5/17,27.0,8,1,30.8,8,1,25.0,8,1,0,1,8,1,6.3,0,8,1,,,0,1,81,8,1
2018/5/18,26.8,8,1,30.4,8,1,24.8,8,1,0,1,8,1,8.2,0,8,1,,,0,1,79,8,1
2018/5/19,26.8,8,1,30.1,8,1,24.8,8,1,0,1,8,1,8.4,0,8,1,,,0,1,80,8,1
2018/5/20,26.8,8,1,29.9,8,1,25.1,8,1,0.0,0,8,1,7.4,0,8,1,,,0,1,80,8,1
2018/5/21,26.4,8,1,29.1,8,1,25.1,8,1,15.0,0,8,1,4.3,0,8,1,,,0,1,85,8,1
2018/5/22,26.2,8,1,28.8,8,1,24.9,8,1,0.0,0,8,1,9.5,0,8,1,,,0,1,79,8,1
2018/5/23,25.6,8,1,29.9,8,1,23.6,8,1,0.0,0,8,1,3.1,0,8,1,,,0,1,79,8,1
2018/5/24,24.5,8,1,27.2,8,1,22.7,8,1,0,1,8,1,10.8,0,8,1,,,0,1,64,8,1
2018/5/25,25.1,8,1,29.2,8,1,21.1,8,1,0,1,8,1,12.3,0,8,1,,,0,1,66,8,1
2018/5/26,27.3,8,1,30.2,8,1,25.3,8,1,0,1,8,1,6.4,0,8,1,,,0,1,85,8,1
2018/5/27,28.0,8,1,31.1,8,1,26.1,8,1,0.0,0,8,1,7.7,0,8,1,,,0,1,84,8,1
2018/5/28,27.8,8,1,30.5,8,1,26.2,8,1,0.0,0,8,1,4.6,0,8,1,,,0,1,87,8,1
2018/5/29,28.3,8,1,31.6,8,1,26.4,8,1,0.0,0,8,1,7.3,0,8,1,,,0,1,83,8,1
2018/5/30,28.5,8,1,31.6,8,1,26.4,8,1,0,1,8,1,11.3,0,8,1,,,0,1,80,8,1
2018/5/31,28.3,8,1,31.3,8,1,26.4,8,1,0.0,0,8,1,6.8,0,8,1,,,0,1,85,8,1
2018/6/1,24.8,8,1,26.6,8,1,23.5,8,1,17.5,0,8,1,0.0,0,8,1,,,0,1,85,8,1
2018/6/2,25.0,8,1,28.3,8,1,23.5,8,1,0.0,0,8,1,0.7,0,8,1,,,0,1,75,8,1
2018/6/3,24.5,8,1,26.1,8,1,23.6,8,1,13.0,0,8,1,0.0,0,8,1,,,0,1,89,8,1
2018/6/4,26.7,8,1,29.7,8,1,23.9,8,1,0.0,0,8,1,3.4,0,8,1,,,0,1,84,8,1
2018/6/5,28.0,8,1,31.2,8,1,25.3,8,1,0,1,8,1,11.5,0,8,1,,,0,1,81,8,1
2018/6/6,28.6,8,1,32.3,8,1,26.1,8,1,0.0,0,8,1,8.3,0,8,1,,,0,1,81,8,1
2018/6/7,29.0,8,1,32.2,8,1,27.3,8,1,0,1,8,1,4.7,0,8,1,,,0,1,83,8,1
2018/6/8,28.8,8,1,31.6,8,1,27.0,8,1,0.0,0,8,1,7.7,0,8,1,,,0,1,81,8,1
2018/6/9,28.9,8,1,31.7,8,1,27.1,8,1,0.0,0,8,1,4.5,0,8,1,,,0,1,84,8,1
2018/6/10,28.4,8,1,30.2,8,1,27.3,8,1,0.0,0,8,1,8.6,0,8,1,,,0,1,85,8,1
2018/6/11,27.2,8,1,29.7,8,1,25.4,8,1,2.0,0,8,1,0.2,0,8,1,,,0,1,86,8,1
2018/6/12,26.3,8,1,28.5,8,1,24.8,8,1,0,1,8,1,12.5,0,8,1,,,0,1,66,8,1
2018/6/13,26.5,8,1,29.8,8,1,23.8,8,1,0.0,0,8,1,6.9,0,8,1,,,0,1,66,8,1
2018/6/14,25.4,8,1,28.0,8,1,23.2,8,1,59.5,0,8,1,0.0,0,8,1,,,0,1,88,8,1
2018/6/15,27.1,8,1,29.9,8,1,23.3,8,1,16.0,0,8,1,0.2,0,8,1,,,0,1,91,8,1
2018/6/16,26.4,8,1,27.9,8,1,25.0,8,1,84.5,0,8,1,3.6,0,8,1,,,0,1,89,8,1
2018/6/17,26.6,8,1,29.4,8,1,24.9,8,1,0.0,0,8,1,9.9,0,8,1,,,0,1,83,8,1
2018/6/18,28.3,8,1,31.0,8,1,25.6,8,1,0.0,0,8,1,3.4,0,8,1,,,0,1,83,8,1
2018/6/19,28.6,8,1,29.9,8,1,27.7,8,1,0.0,0,8,1,0.2,0,8,1,,,0,1,87,8,1
2018/6/20,28.6,8,1,30.8,8,1,26.4,8,1,0.5,0,8,1,7.5,0,8,1,,,0,1,85,8,1
2018/6/21,29.0,8,1,31.3,8,1,27.6,8,1,0.0,0,8,1,9.1,0,8,1,,,0,1,83,8,1
2018/6/22,29.0,8,1,31.0,8,1,27.7,8,1,0.0,0,8,1,8.7,0,8,1,,,0,1,84,8,1
2018/6/23,29.1,8,1,31.9,8,1,27.5,8,1,0,1,8,1,9.1,0,8,1,,,0,1,84,8,1
2018/6/24,29.1,8,1,31.5,8,1,27.7,8,1,0,1,8,1,9.3,0,8,1,,,0,1,84,8,1
2018/6/25,28.9,8,1,32.7,8,1,27.2,8,1,5.0,0,8,1,5.9,0,8,1,,,0,1,81,8,1
2018/6/26,28.7,8,1,32.2,8,1,26.3,8,1,0.0,0,8,1,7.3,0,8,1,,,0,1,79,8,1
2018/6/27,29.1,8,1,32.9,8,1,27.0,8,1,0,1,8,1,8.2,0,8,1,,,0,1,75,8,1
2018/6/28,29.5,8,1,32.6,8,1,27.2,8,1,0.0,0,8,1,12.3,0,8,1,,,0,1,74,8,1
2018/6/29,28.9,8,1,32.9,8,1,26.8,8,1,0.0,0,8,1,6.5,0,8,1,,,0,1,77,8,1
2018/6/30,28.0,8,1,30.8,8,1,25.1,8,1,20.5,0,8,1,1.5,0,8,1,,,0,1,81,8,1
2018/7/1,27.5,8,1,29.6,8,1,25.6,8,1,33.5,0,8,1,1.9,0,8,1,,,0,1,83,8,1
2018/7/2,27.2,8,1,28.9,8,1,25.6,8,1,149.0,0,8,1,1.1,0,8,1,,,0,1,91,8,1
2018/7/3,26.1,8,1,27.1,8,1,24.8,8,1,30.5,0,8,1,0.3,0,8,1,,,0,1,93,8,1
2018/7/4,25.9,8,1,26.9,8,1,24.5,8,1,80.5,0,8,1,1.3,0,8,1,,,0,1,93,8,1
2018/7/5,26.2,8,1,28.1,8,1,25.1,8,1,25.5,0,8,1,0.0,0,8,1,,,0,1,91,8,1
2018/7/6,27.8,8,1,30.1,8,1,25.0,8,1,16.5,0,8,1,7.3,0,8,1,,,0,1,86,8,1
2018/7/7,28.2,8,1,30.8,8,1,26.6,8,1,0,1,8,1,7.8,0,8,1,,,0,1,82,8,1
2018/7/8,28.5,8,1,31.7,8,1,26.1,8,1,0,1,8,1,10.0,0,8,1,,,0,1,77,8,1
2018/7/9,28.7,8,1,31.6,8,1,26.6,8,1,0.0,0,8,1,10.2,0,8,1,,,0,1,77,8,1
2018/7/10,28.1,8,1,28.8,8,1,27.4,8,1,0.0,0,8,1,0.0,0,8,1,,,0,1,81,8,1
2018/7/11,28.3,8,1,30.8,8,1,27.0,8,1,0.0,0,8,1,4.2,0,8,1,,,0,1,82,8,1
2018/7/12,28.4,8,1,31.4,8,1,26.5,8,1,0.0,0,8,1,6.2,0,8,1,,,0,1,81,8,1
2018/7/13,28.6,8,1,31.9,8,1,26.8,8,1,0.0,0,8,1,8.6,0,8,1,,,0,1,78,8,1
2018/7/14,28.1,8,1,30.4,8,1,26.8,8,1,0.0,0,8,1,4.9,0,8,1,,,0,1,79,8,1
2018/7/15,28.5,8,1,31.3,8,1,26.5,8,1,0.0,0,8,1,8.3,0,8,1,,,0,1,78,8,1
2018/7/16,28.6,8,1,31.0,8,1,26.7,8,1,2.0,0,8,1,5.7,0,8,1,,,0,1,83,8,1
2018/7/17,28.7,8,1,31.5,8,1,26.8,8,1,0.0,0,8,1,7.3,0,8,1,,,0,1,80,8,1
2018/7/18,28.7,8,1,31.5,8,1,26.5,8,1,3.0,0,8,1,6.7,0,8,1,,,0,1,81,8,1
2018/7/19,28.8,8,1,31.9,8,1,26.6,8,1,2.5,0,8,1,10.7,0,8,1,,,0,1,78,8,1
2018/7/20,28.5,8,1,32.4,8,1,26.9,8,1,4.5,0,8,1,5.6,0,8,1,,,0,1,78,8,1
2018/7/21,27.3,8,1,28.5,8,1,26.2,8,1,23.5,0,8,1,0.3,0,8,1,,,0,1,91,8,1
2018/7/22,28.8,8,1,31.1,8,1,27.4,8,1,0.0,0,8,1,6.4,0,8,1,,,0,1,83,8,1
2018/7/23,29.0,8,1,31.7,8,1,27.8,8,1,0.0,0,8,1,4.6,0,8,1,,,0,1,84,8,1
2018/7/24,29.4,8,1,33.1,8,1,27.3,8,1,0.0,0,8,1,6.5,0,8,1,,,0,1,79,8,1
2018/7/25,29.2,8,1,32.0,8,1,26.7,8,1,0,1,8,1,8.3,0,8,1,,,0,1,76,8,1
2018/7/26,29.2,8,1,32.1,8,1,27.6,8,1,1.0,0,8,1,6.5,0,8,1,,,0,1,79,8,1
2018/7/27,28.7,8,1,31.9,8,1,26.4,8,1,43.0,0,8,1,5.0,0,8,1,,,0,1,83,8,1
2018/7/28,28.7,8,1,30.9,8,1,26.3,8,1,0.0,0,8,1,8.0,0,8,1,,,0,1,80,8,1
2018/7/29,29.5,8,1,32.1,8,1,28.2,8,1,0,1,8,1,6.6,0,8,1,,,0,1,82,8,1
2018/7/30,29.6,8,1,32.2,8,1,28.0,8,1,0.5,0,8,1,9.8,0,8,1,,,0,1,82,8,1
2018/7/31,29.3,8,1,32.3,8,1,26.6,8,1,13.5,0,8,1,9.6,0,8,1,,,0,1,82,8,1
2018/8/1,28.2,8,1,29.6,8,1,26.4,8,1,4.5,0,8,1,1.5,0,8,1,,,0,1,85,8,1
2018/8/2,27.0,8,1,30.1,8,1,25.1,8,1,29.0,0,8,1,1.1,0,8,1,,,0,1,89,8,1
2018/8/3,28.6,8,1,32.4,8,1,25.3,8,1,7.0,0,8,1,5.3,0,8,1,,,0,1,87,8,1
2018/8/4,29.0,8,1,32.2,8,1,27.0,8,1,0,1,8,1,8.6,0,8,1,,,0,1,80,8,1
2018/8/5,28.8,8,1,32.3,8,1,26.6,8,1,0,1,8,1,6.8,0,8,1,,,0,1,77,8,1
2018/8/6,28.7,8,1,31.3,8,1,26.1,8,1,0,1,8,1,7.6,0,8,1,,,0,1,75,8,1
2018/8/7,29.3,8,1,32.3,8,1,26.7,8,1,0.0,0,8,1,10.4,0,8,1,,,0,1,77,8,1
2018/8/8,29.2,8,1,31.8,8,1,27.9,8,1,6.5,0,8,1,7.2,0,8,1,,,0,1,79,8,1
2018/8/9,29.7,8,1,31.9,8,1,28.0,8,1,0,1,8,1,10.6,0,8,1,,,0,1,79,8,1
2018/8/10,29.8,8,1,32.3,8,1,28.2,8,1,0.0,0,8,1,10.6,0,8,1,,,0,1,75,8,1
2018/8/11,28.5,8,1,30.1,8,1,27.2,8,1,6.0,0,8,1,2.2,0,8,1,,,0,1,87,8,1
2018/8/12,29.0,8,1,31.4,8,1,27.7,8,1,0.5,0,8,1,5.7,0,8,1,,,0,1,82,8,1
2018/8/13,28.8,8,1,30.9,8,1,26.6,8,1,3.0,0,8,1,4.7,0,8,1,,,0,1,84,8,1
2018/8/14,28.8,8,1,31.4,8,1,27.5,8,1,1.5,0,8,1,5.4,0,8,1,,,0,1,83,8,1
2018/8/15,26.5,8,1,27.9,8,1,25.3,8,1,98.5,0,8,1,0.0,0,8,1,,,0,1,94,8,1
2018/8/16,26.5,8,1,28.1,8,1,24.6,8,1,77.0,0,8,1,0.3,0,8,1,,,0,1,92,8,1
2018/8/17,28.1,8,1,32.0,8,1,24.7,8,1,3.0,0,8,1,9.7,0,8,1,,,0,1,83,8,1
2018/8/18,28.6,8,1,31.8,8,1,26.0,8,1,0.5,0,8,1,10.7,0,8,1,,,0,1,80,8,1
2018/8/19,28.9,8,1,31.7,8,1,27.0,8,1,0,1,8,1,9.4,0,8,1,,,0,1,78,8,1
2018/8/20,28.6,8,1,32.0,8,1,26.2,8,1,0,1,8,1,10.2,0,8,1,,,0,1,73,8,1
2018/8/21,28.9,8,1,31.1,8,1,27.1,8,1,0.0,0,8,1,5.1,0,8,1,,,0,1,75,8,1
2018/8/22,29.5,8,1,31.7,8,1,28.1,8,1,0,1,8,1,9.4,0,8,1,,,0,1,80,8,1
2018/8/23,29.4,8,1,32.1,8,1,27.4,8,1,1.5,0,8,1,7.6,0,8,1,,,0,1,84,8,1
2018/8/24,29.3,8,1,32.2,8,1,26.3,8,1,3.0,0,8,1,6.9,0,8,1,,,0,1,84,8,1
2018/8/25,27.5,8,1,29.3,8,1,25.4,8,1,15.0,0,8,1,2.0,0,8,1,,,0,1,89,8,1
2018/8/26,27.9,8,1,30.4,8,1,26.4,8,1,4.0,0,8,1,6.0,0,8,1,,,0,1,83,8,1
2018/8/27,28.6,8,1,31.4,8,1,27.0,8,1,0.0,0,8,1,9.0,0,8,1,,,0,1,76,8,1
2018/8/28,27.1,8,1,30.7,8,1,25.5,8,1,36.5,0,8,1,4.0,0,8,1,,,0,1,85,8,1
2018/8/29,27.4,8,1,31.0,8,1,24.2,8,1,10.5,0,8,1,6.0,0,8,1,,,0,1,82,8,1
2018/8/30,28.3,8,1,31.9,8,1,25.3,8,1,2.5,0,8,1,9.5,0,8,1,,,0,1,78,8,1
2018/8/31,28.7,8,1,31.8,8,1,26.0,8,1,0,1,8,1,9.9,0,8,1,,,0,1,78,8,1
2018/9/1,27.6,8,1,30.8,8,1,25.4,8,1,36.0,0,8,1,6.6,0,8,1,,,0,1,84,8,1
2018/9/2,28.1,8,1,31.3,8,1,25.1,8,1,0.0,0,8,1,9.3,0,8,1,,,0,1,77,8,1
2018/9/3,28.8,8,1,30.8,8,1,27.0,8,1,0,1,8,1,10.3,0,8,1,,,0,1,72,8,1
2018/9/4,28.6,8,1,31.4,8,1,25.8,8,1,6.5,0,8,1,4.1,0,8,1,,,0,1,82,8,1
2018/9/5,27.6,8,1,30.3,8,1,25.2,8,1,42.0,0,8,1,3.7,0,8,1,,,0,1,86,8,1
2018/9/6,28.6,8,1,31.9,8,1,25.7,8,1,1.0,0,8,1,8.5,0,8,1,,,0,1,80,8,1
2018/9/7,28.6,8,1,31.4,8,1,26.8,8,1,0.0,0,8,1,5.5,0,8,1,,,0,1,81,8,1
2018/9/8,28.0,8,1,30.8,8,1,25.6,8,1,13.5,0,8,1,5.4,0,8,1,,,0,1,85,8,1
2018/9/9,27.5,8,1,31.2,8,1,25.7,8,1,0.5,0,8,1,2.3,0,8,1,,,0,1,84,8,1
2018/9/10,27.2,8,1,29.8,8,1,26.1,8,1,5.5,0,8,1,0.6,0,8,1,,,0,1,88,8,1
2018/9/11,27.8,8,1,31.1,8,1,25.6,8,1,0.5,0,8,1,2.3,0,8,1,,,0,1,83,8,1
2018/9/12,28.7,8,1,31.6,8,1,26.5,8,1,1.5,0,8,1,8.6,0,8,1,,,0,1,78,8,1
2018/9/13,28.9,8,1,31.9,8,1,27.1,8,1,0,1,8,1,8.5,0,8,1,,,0,1,75,8,1
2018/9/14,29.1,8,1,31.5,8,1,27.6,8,1,0.0,0,8,1,8.1,0,8,1,,,0,1,77,8,1
2018/9/15,29.2,8,1,31.8,8,1,28.0,8,1,0.0,0,8,1,4.2,0,8,1,,,0,1,79,8,1
2018/9/16,29.2,8,1,31.9,8,1,27.6,8,1,0.0,0,8,1,6.9,0,8,1,,,0,1,78,8,1
2018/9/17,29.3,8,1,32.5,8,1,27.2,8,1,0,1,8,1,9.4,0,8,1,,,0,1,74,8,1
2018/9/18,29.3,8,1,32.5,8,1,27.2,8,1,0,1,8,1,10.2,0,8,1,,,0,1,72,8,1
2018/9/19,29.2,8,1,32.3,8,1,27.0,8,1,0,1,8,1,9.2,0,8,1,,,0,1,73,8,1
2018/9/20,29.0,8,1,32.4,8,1,26.8,8,1,0.0,0,8,1,8.6,0,8,1,,,0,1,72,8,1
2018/9/21,29.1,8,1,32.1,8,1,27.0,8,1,0,1,8,1,8.9,0,8,1,,,0,1,76,8,1
2018/9/22,28.5,8,1,32.4,8,1,26.7,8,1,6.5,0,8,1,7.8,0,8,1,,,0,1,80,8,1
2018/9/23,29.0,8,1,32.5,8,1,26.2,8,1,0.0,0,8,1,9.8,0,8,1,,,0,1,76,8,1
2018/9/24,28.8,8,1,32.0,8,1,26.9,8,1,1.5,0,8,1,5.7,0,8,1,,,0,1,74,8,1
2018/9/25,26.9,8,1,28.3,8,1,25.0,8,1,19.0,0,8,1,0.2,0,8,1,,,0,1,84,8,1
2018/9/26,28.8,8,1,31.0,8,1,27.4,8,1,0.0,0,8,1,4.7,0,8,1,,,0,1,77,8,1
2018/9/27,28.6,8,1,30.6,8,1,27.4,8,1,0.5,0,8,1,1.3,0,8,1,,,0,1,78,8,1
2018/9/28,28.4,8,1,29.5,8,1,27.0,8,1,15.5,0,8,1,0.0,0,8,1,,,0,1,82,8,1
2018/9/29,26.8,8,1,28.1,8,1,25.8,8,1,184.0,0,8,1,0.1,0,8,1,,,0,1,92,8,1
2018/9/30,26.3,8,1,27.9,8,1,24.8,8,1,0.5,0,8,1,3.8,0,8,1,,,0,1,70,8,1
