É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2026/04/07 17:36:14

,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ
2017/4/24,14.7,8,1,20.7,8,1,9.3,8,1,0,1,8,1,7.9,0,8,1,0,1,8,1,54,8,1
2017/4/25,15.9,8,1,22.9,8,1,10.9,8,1,0,1,8,1,10.8,0,8,1,0,1,8,1,57,8,1
2017/4/26,15.4,8,1,19.5,8,1,11.3,8,1,0,1,8,1,0.2,0,8,1,0,1,8,1,67,8,1
2017/4/27,15.9,8,1,20.9,8,1,10.9,8,1,0.0,0,8,1,5.0,0,8,1,0,1,8,1,32,8,1
2017/4/28,14.8,8,1,22.4,8,1,8.8,8,1,0,1,8,1,10.7,0,8,1,0,1,8,1,47,8,1
2017/4/29,15.1,8,1,24.1,8,1,9.0,8,1,1.0,0,8,1,10.1,0,8,1,0,1,8,1,64,8,1
2017/4/30,17.5,8,1,27.1,8,1,8.4,8,1,0,1,8,1,12.6,0,8,1,0,1,8,1,49,8,1
2017/5/1,15.9,8,1,23.3,8,1,11.0,8,1,4.0,0,8,1,4.9,0,8,1,0,1,8,1,53,8,1
2017/5/2,17.0,8,1,24.3,8,1,10.2,8,1,0,1,8,1,12.8,0,8,1,0,1,8,1,33,8,1
2017/5/3,16.9,8,1,25.0,8,1,9.7,8,1,0,1,8,1,10.1,0,8,1,0,1,8,1,53,8,1
2017/5/4,18.4,8,1,25.0,8,1,12.4,8,1,0,1,8,1,10.9,0,8,1,0,1,8,1,56,8,1
2017/5/5,20.1,8,1,27.7,8,1,12.9,8,1,0,1,8,1,12.8,0,8,1,0,1,8,1,56,8,1
2017/5/6,20.9,8,1,27.4,8,1,13.7,8,1,0.0,0,8,1,8.2,0,8,1,0,1,8,1,62,8,1
2017/5/7,20.7,8,1,27.0,8,1,14.0,8,1,0.0,0,8,1,6.1,0,8,1,0,1,8,1,54,8,1
2017/5/8,20.9,8,1,30.9,8,1,11.2,8,1,0,1,8,1,12.8,0,8,1,0,1,8,1,31,8,1
2017/5/9,19.2,8,1,23.4,8,1,14.5,8,1,0.0,0,8,1,0.2,0,8,1,0,1,8,1,42,8,1
2017/5/10,15.8,8,1,17.6,8,1,14.7,8,1,7.0,0,8,1,0.0,0,8,1,0,1,8,1,88,8,1
2017/5/11,21.3,8,1,28.7,8,1,13.5,8,1,0.0,0,8,1,11.9,0,8,1,0,1,8,1,54,8,1
2017/5/12,21.7,8,1,29.1,8,1,15.0,8,1,0.0,0,8,1,8.6,0,8,1,0,1,8,1,56,8,1
2017/5/13,17.0,8,1,19.6,8,1,15.4,8,1,33.5,0,8,1,0.0,0,8,1,0,1,8,1,92,8,1
2017/5/14,18.3,8,1,22.3,8,1,14.8,8,1,0.0,0,8,1,1.1,0,8,1,0,1,8,1,74,8,1
2017/5/15,16.9,8,1,19.0,8,1,15.2,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,81,8,1
2017/5/16,19.1,8,1,23.4,8,1,15.0,8,1,0.0,0,8,1,5.5,0,8,1,0,1,8,1,62,8,1
2017/5/17,16.6,8,1,19.4,8,1,14.3,8,1,0.0,0,8,1,0.2,0,8,1,0,1,8,1,74,8,1
2017/5/18,18.6,8,1,24.3,8,1,15.3,8,1,0.0,0,8,1,7.8,0,8,1,0,1,8,1,69,8,1
2017/5/19,20.6,8,1,28.6,8,1,13.3,8,1,0,1,8,1,13.2,0,8,1,0,1,8,1,61,8,1
2017/5/20,23.4,8,1,31.7,8,1,15.0,8,1,0,1,8,1,13.0,0,8,1,0,1,8,1,51,8,1
2017/5/21,25.4,8,1,34.0,8,1,17.3,8,1,0,1,8,1,12.3,0,8,1,0,1,8,1,46,8,1
2017/5/22,24.9,8,1,33.2,8,1,17.9,8,1,0,1,8,1,12.3,0,8,1,0,1,8,1,54,8,1
2017/5/23,23.3,8,1,30.5,8,1,17.7,8,1,0,1,8,1,12.2,0,8,1,0,1,8,1,59,8,1
2017/5/24,22.1,8,1,26.3,8,1,18.0,8,1,0.0,0,8,1,1.3,0,8,1,0,1,8,1,64,8,1
2017/5/25,19.8,8,1,22.6,8,1,18.0,8,1,10.0,0,8,1,0.1,0,8,1,0,1,8,1,86,8,1
2017/5/26,17.5,8,1,18.3,8,1,16.7,8,1,13.5,0,8,1,0.0,0,8,1,0,1,8,1,92,8,1
2017/5/27,18.5,8,1,22.0,8,1,17.0,8,1,7.5,0,8,1,0.1,0,8,1,0,1,8,1,82,8,1
2017/5/28,21.6,8,1,27.1,8,1,17.0,8,1,0,1,8,1,8.7,0,8,1,0,1,8,1,59,8,1
2017/5/29,22.1,8,1,29.8,8,1,15.9,8,1,0,1,8,1,12.8,0,8,1,0,1,8,1,55,8,1
2017/5/30,24.5,8,1,32.3,8,1,16.7,8,1,0,1,8,1,11.4,0,8,1,0,1,8,1,58,8,1
2017/5/31,24.2,8,1,30.2,8,1,19.6,8,1,0,1,8,1,3.5,0,8,1,0,1,8,1,67,8,1
2017/6/1,23.0,8,1,28.9,8,1,20.2,8,1,0.5,0,8,1,3.1,0,8,1,0,1,8,1,71,8,1
2017/6/2,21.5,8,1,28.3,8,1,16.1,8,1,8.0,0,8,1,12.1,0,8,1,0,1,8,1,51,8,1
2017/6/3,20.5,8,1,27.6,8,1,14.1,8,1,0,1,8,1,13.7,0,8,1,0,1,8,1,35,8,1
2017/6/4,20.1,8,1,25.7,8,1,14.9,8,1,0,1,8,1,13.8,0,8,1,0,1,8,1,33,8,1
2017/6/5,20.0,8,1,26.7,8,1,13.7,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,41,8,1
2017/6/6,20.2,8,1,25.9,8,1,16.8,8,1,0,1,8,1,5.4,0,8,1,0,1,8,1,57,8,1
2017/6/7,20.3,8,1,23.8,8,1,17.5,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,70,8,1
2017/6/8,21.6,8,1,26.0,8,1,17.5,8,1,0.0,0,8,1,1.7,0,8,1,0,1,8,1,67,8,1
2017/6/9,23.5,8,1,29.5,8,1,18.3,8,1,3.5,0,8,1,8.2,0,8,1,0,1,8,1,57,8,1
2017/6/10,23.3,8,1,30.8,8,1,17.5,8,1,0,1,8,1,8.1,0,8,1,0,1,8,1,51,8,1
2017/6/11,21.3,8,1,28.2,8,1,15.8,8,1,2.5,0,8,1,10.0,0,8,1,0,1,8,1,46,8,1
2017/6/12,20.5,8,1,26.6,8,1,15.1,8,1,3.0,0,8,1,9.4,0,8,1,0,1,8,1,55,8,1
2017/6/13,16.7,8,1,17.9,8,1,15.4,8,1,0.5,0,8,1,0.0,0,8,1,0,1,8,1,79,8,1
2017/6/14,20.5,8,1,27.0,8,1,15.9,8,1,0.0,0,8,1,7.7,0,8,1,0,1,8,1,66,8,1
2017/6/15,22.2,8,1,28.3,8,1,18.0,8,1,0.0,0,8,1,7.6,0,8,1,0,1,8,1,64,8,1
2017/6/16,23.2,8,1,30.9,8,1,19.1,8,1,0.0,0,8,1,8.5,0,8,1,0,1,8,1,62,8,1
2017/6/17,22.0,8,1,29.2,8,1,16.0,8,1,0,1,8,1,13.1,0,8,1,0,1,8,1,56,8,1
2017/6/18,21.0,8,1,24.2,8,1,18.3,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,61,8,1
2017/6/19,24.1,8,1,32.8,8,1,18.1,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,50,8,1
2017/6/20,23.6,8,1,31.4,8,1,15.3,8,1,0,1,8,1,11.5,0,8,1,0,1,8,1,62,8,1
2017/6/21,21.3,8,1,23.6,8,1,19.7,8,1,26.5,0,8,1,0.0,0,8,1,0,1,8,1,89,8,1
2017/6/22,24.3,8,1,29.7,8,1,19.6,8,1,0,1,8,1,4.7,0,8,1,0,1,8,1,54,8,1
2017/6/23,25.2,8,1,32.2,8,1,18.7,8,1,0,1,8,1,11.8,0,8,1,0,1,8,1,58,8,1
2017/6/24,25.3,8,1,30.9,8,1,21.1,8,1,0,1,8,1,4.5,0,8,1,0,1,8,1,62,8,1
2017/6/25,23.8,8,1,27.8,8,1,20.5,8,1,3.0,0,8,1,0.7,0,8,1,0,1,8,1,76,8,1
2017/6/26,25.1,8,1,29.7,8,1,22.3,8,1,0.0,0,8,1,6.5,0,8,1,0,1,8,1,60,8,1
2017/6/27,23.9,8,1,27.0,8,1,21.3,8,1,0.0,0,8,1,0.1,0,8,1,0,1,8,1,74,8,1
2017/6/28,22.8,8,1,25.9,8,1,20.5,8,1,3.0,0,8,1,0.2,0,8,1,0,1,8,1,84,8,1
2017/6/29,25.5,8,1,31.3,8,1,21.0,8,1,0.0,0,8,1,4.6,0,8,1,0,1,8,1,70,8,1
2017/6/30,24.4,8,1,26.7,8,1,22.4,8,1,2.5,0,8,1,0.1,0,8,1,0,1,8,1,83,8,1
2017/7/1,22.5,8,1,24.3,8,1,20.9,8,1,18.5,0,8,1,0.3,0,8,1,0,1,8,1,90,8,1
2017/7/2,27.5,8,1,32.8,8,1,21.1,8,1,0.5,0,8,1,4.0,0,8,1,0,1,8,1,69,8,1
2017/7/3,28.5,8,1,32.8,8,1,24.4,8,1,0.0,0,8,1,3.0,0,8,1,0,1,8,1,70,8,1
2017/7/4,26.0,8,1,28.2,8,1,22.7,8,1,46.5,0,8,1,0.0,0,8,1,0,1,8,1,81,8,1
2017/7/5,27.3,8,1,34.2,8,1,21.8,8,1,26.5,0,8,1,8.8,0,8,1,0,1,8,1,69,8,1
2017/7/6,26.3,8,1,32.6,8,1,21.9,8,1,31.0,0,8,1,7.1,0,8,1,0,1,8,1,71,8,1
2017/7/7,27.9,8,1,33.8,8,1,22.8,8,1,0,1,8,1,10.0,0,8,1,0,1,8,1,63,8,1
2017/7/8,29.0,8,1,35.6,8,1,23.0,8,1,0,1,8,1,12.6,0,8,1,0,1,8,1,60,8,1
2017/7/9,29.4,8,1,35.8,8,1,23.5,8,1,0,1,8,1,12.7,0,8,1,0,1,8,1,60,8,1
2017/7/10,28.9,8,1,36.2,8,1,24.2,8,1,0,1,8,1,11.1,0,8,1,0,1,8,1,67,8,1
2017/7/11,29.1,8,1,34.9,8,1,25.4,8,1,0.0,0,8,1,9.2,0,8,1,0,1,8,1,67,8,1
2017/7/12,28.7,8,1,35.9,8,1,25.1,8,1,2.0,0,8,1,8.0,0,8,1,0,1,8,1,72,8,1
2017/7/13,29.1,8,1,34.0,8,1,25.9,8,1,0.0,0,8,1,5.0,0,8,1,0,1,8,1,70,8,1
2017/7/14,28.5,8,1,35.3,8,1,25.5,8,1,3.5,0,8,1,3.2,0,8,1,0,1,8,1,72,8,1
2017/7/15,29.7,8,1,35.6,8,1,25.0,8,1,0,1,8,1,8.6,0,8,1,0,1,8,1,63,8,1
2017/7/16,28.9,8,1,34.7,8,1,24.7,8,1,5.0,0,8,1,4.2,0,8,1,0,1,8,1,68,8,1
2017/7/17,30.1,8,1,36.1,8,1,25.9,8,1,0.0,0,8,1,7.9,0,8,1,0,1,8,1,59,8,1
2017/7/18,27.1,8,1,31.8,8,1,23.9,8,1,1.0,0,8,1,7.8,0,8,1,0,1,8,1,68,8,1
2017/7/19,27.0,8,1,33.3,8,1,21.9,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,68,8,1
2017/7/20,28.5,8,1,34.6,8,1,23.9,8,1,0.0,0,8,1,9.6,0,8,1,0,1,8,1,66,8,1
2017/7/21,29.9,8,1,36.2,8,1,25.9,8,1,0.0,0,8,1,11.6,0,8,1,0,1,8,1,64,8,1
2017/7/22,29.8,8,1,36.1,8,1,25.6,8,1,0,1,8,1,7.9,0,8,1,0,1,8,1,65,8,1
2017/7/23,27.2,8,1,29.2,8,1,26.1,8,1,1.0,0,8,1,0.0,0,8,1,0,1,8,1,80,8,1
2017/7/24,28.5,8,1,31.8,8,1,25.0,8,1,0.5,0,8,1,1.8,0,8,1,0,1,8,1,77,8,1
2017/7/25,28.1,8,1,32.9,8,1,25.9,8,1,1.5,0,8,1,0.4,0,8,1,0,1,8,1,82,8,1
2017/7/26,24.9,8,1,26.4,8,1,22.8,8,1,17.0,0,8,1,0.0,0,8,1,0,1,8,1,86,8,1
2017/7/27,25.1,8,1,27.7,8,1,23.0,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,75,8,1
2017/7/28,27.6,8,1,31.9,8,1,24.0,8,1,0,1,8,1,2.2,0,8,1,0,1,8,1,74,8,1
2017/7/29,25.5,8,1,29.8,8,1,22.8,8,1,14.0,0,8,1,0.2,0,8,1,0,1,8,1,85,8,1
2017/7/30,25.4,8,1,29.0,8,1,23.0,8,1,12.5,0,8,1,0.3,0,8,1,0,1,8,1,83,8,1
2017/7/31,28.7,8,1,34.3,8,1,24.4,8,1,0.0,0,8,1,7.5,0,8,1,0,1,8,1,70,8,1
2017/8/1,26.1,8,1,29.8,8,1,22.7,8,1,24.0,0,8,1,0.0,0,8,1,0,1,8,1,87,8,1
2017/8/2,22.9,8,1,25.5,8,1,21.0,8,1,1.5,0,8,1,0.0,0,8,1,0,1,8,1,80,8,1
2017/8/3,24.7,8,1,28.6,8,1,21.4,8,1,0,1,8,1,2.7,0,8,1,0,1,8,1,69,8,1
2017/8/4,25.6,8,1,28.2,8,1,22.8,8,1,0.0,0,8,1,0.5,0,8,1,0,1,8,1,78,8,1
2017/8/5,28.1,8,1,32.9,8,1,24.1,8,1,0.0,0,8,1,3.4,0,8,1,0,1,8,1,78,8,1
2017/8/6,28.7,8,1,33.8,8,1,25.9,8,1,0.5,0,8,1,3.1,0,8,1,0,1,8,1,78,8,1
2017/8/7,29.1,8,1,34.9,8,1,26.1,8,1,11.5,0,8,1,3.4,0,8,1,0,1,8,1,76,8,1
2017/8/8,28.7,8,1,32.0,8,1,26.0,8,1,2.0,0,8,1,1.3,0,8,1,0,1,8,1,78,8,1
2017/8/9,30.5,8,1,37.8,8,1,25.4,8,1,0,1,8,1,10.3,0,8,1,0,1,8,1,68,8,1
2017/8/10,25.1,8,1,28.4,8,1,21.9,8,1,5.5,0,8,1,0.0,0,8,1,0,1,8,1,87,8,1
2017/8/11,23.0,8,1,25.7,8,1,21.2,8,1,15.5,0,8,1,0.0,0,8,1,0,1,8,1,88,8,1
2017/8/12,25.2,8,1,30.2,8,1,21.1,8,1,3.5,0,8,1,4.1,0,8,1,0,1,8,1,80,8,1
2017/8/13,27.1,8,1,31.8,8,1,24.1,8,1,0.0,0,8,1,3.3,0,8,1,0,1,8,1,75,8,1
2017/8/14,24.5,8,1,26.7,8,1,22.8,8,1,28.0,0,8,1,0.0,0,8,1,0,1,8,1,88,8,1
2017/8/15,22.5,8,1,23.1,8,1,22.1,8,1,54.0,0,8,1,0.0,0,8,1,0,1,8,1,95,8,1
2017/8/16,21.5,8,1,23.0,8,1,20.7,8,1,19.0,0,8,1,0.0,0,8,1,0,1,8,1,94,8,1
2017/8/17,24.8,8,1,29.4,8,1,20.9,8,1,0.0,0,8,1,1.4,0,8,1,0,1,8,1,80,8,1
2017/8/18,25.1,8,1,27.8,8,1,23.3,8,1,0.5,0,8,1,0.3,0,8,1,0,1,8,1,89,8,1
2017/8/19,25.6,8,1,32.3,8,1,22.4,8,1,5.5,0,8,1,3.4,0,8,1,0,1,8,1,86,8,1
2017/8/20,25.2,8,1,29.0,8,1,22.3,8,1,3.0,0,8,1,0.7,0,8,1,0,1,8,1,82,8,1
2017/8/21,26.3,8,1,31.2,8,1,23.4,8,1,1.5,0,8,1,3.2,0,8,1,0,1,8,1,81,8,1
2017/8/22,27.9,8,1,32.6,8,1,24.5,8,1,0.0,0,8,1,4.5,0,8,1,0,1,8,1,77,8,1
2017/8/23,29.1,8,1,34.7,8,1,24.2,8,1,0.0,0,8,1,4.0,0,8,1,0,1,8,1,67,8,1
2017/8/24,29.8,8,1,36.4,8,1,24.7,8,1,0.0,0,8,1,6.7,0,8,1,0,1,8,1,65,8,1
2017/8/25,28.8,8,1,32.0,8,1,24.9,8,1,0.0,0,8,1,1.8,0,8,1,0,1,8,1,70,8,1
2017/8/26,28.5,8,1,34.5,8,1,25.4,8,1,0.0,0,8,1,4.6,0,8,1,0,1,8,1,65,8,1
2017/8/27,26.4,8,1,31.1,8,1,22.4,8,1,0.0,0,8,1,5.3,0,8,1,0,1,8,1,56,8,1
2017/8/28,26.0,8,1,31.1,8,1,20.8,8,1,0,1,8,1,7.0,0,8,1,0,1,8,1,67,8,1
2017/8/29,28.8,8,1,33.5,8,1,24.5,8,1,0,1,8,1,6.3,0,8,1,0,1,8,1,70,8,1
2017/8/30,26.8,8,1,32.0,8,1,22.6,8,1,4.0,0,8,1,1.3,0,8,1,0,1,8,1,81,8,1
2017/8/31,22.8,8,1,25.1,8,1,20.0,8,1,0.0,0,8,1,0.2,0,8,1,0,1,8,1,75,8,1
2017/9/1,22.6,8,1,29.4,8,1,18.6,8,1,2.5,0,8,1,7.5,0,8,1,0,1,8,1,64,8,1
2017/9/2,20.2,8,1,25.7,8,1,16.0,8,1,33.5,0,8,1,5.2,0,8,1,0,1,8,1,74,8,1
2017/9/3,23.6,8,1,30.4,8,1,16.3,8,1,0,1,8,1,10.5,0,8,1,0,1,8,1,59,8,1
2017/9/4,21.7,8,1,24.5,8,1,19.2,8,1,0.0,0,8,1,0.3,0,8,1,0,1,8,1,64,8,1
2017/9/5,23.9,8,1,29.1,8,1,20.2,8,1,0.5,0,8,1,7.7,0,8,1,0,1,8,1,69,8,1
2017/9/6,21.7,8,1,22.8,8,1,21.1,8,1,3.5,0,8,1,0.0,0,8,1,0,1,8,1,90,8,1
2017/9/7,22.2,8,1,25.1,8,1,20.3,8,1,1.5,0,8,1,0.4,0,8,1,0,1,8,1,91,8,1
2017/9/8,24.7,8,1,31.4,8,1,21.0,8,1,0.0,0,8,1,9.1,0,8,1,0,1,8,1,77,8,1
2017/9/9,24.3,8,1,30.6,8,1,18.8,8,1,0,1,8,1,10.5,0,8,1,0,1,8,1,62,8,1
2017/9/10,25.5,8,1,31.9,8,1,20.5,8,1,0,1,8,1,10.6,0,8,1,0,1,8,1,68,8,1
2017/9/11,25.5,8,1,30.6,8,1,22.1,8,1,1.5,0,8,1,1.5,0,8,1,0,1,8,1,73,8,1
2017/9/12,24.6,8,1,28.4,8,1,22.3,8,1,4.0,0,8,1,1.7,0,8,1,0,1,8,1,80,8,1
2017/9/13,26.2,8,1,32.6,8,1,20.0,8,1,0.0,0,8,1,10.4,0,8,1,0,1,8,1,61,8,1
2017/9/14,25.8,8,1,32.4,8,1,20.8,8,1,0.0,0,8,1,10.6,0,8,1,0,1,8,1,58,8,1
2017/9/15,23.9,8,1,29.0,8,1,19.7,8,1,0.0,0,8,1,8.3,0,8,1,0,1,8,1,45,8,1
2017/9/16,19.9,8,1,21.8,8,1,17.8,8,1,5.5,0,8,1,0.0,0,8,1,0,1,8,1,71,8,1
2017/9/17,18.6,8,1,19.6,8,1,17.3,8,1,44.5,0,8,1,0.0,0,8,1,0,1,8,1,95,8,1
2017/9/18,27.0,8,1,33.3,8,1,19.6,8,1,3.5,0,8,1,9.8,0,8,1,0,1,8,1,58,8,1
2017/9/19,24.2,8,1,29.2,8,1,19.5,8,1,0,1,8,1,7.6,0,8,1,0,1,8,1,62,8,1
2017/9/20,22.2,8,1,24.8,8,1,20.3,8,1,0,1,8,1,0.0,0,8,1,0,1,8,1,77,8,1
2017/9/21,23.9,8,1,29.6,8,1,19.0,8,1,0,1,8,1,10.6,0,8,1,0,1,8,1,46,8,1
2017/9/22,20.7,8,1,24.3,8,1,17.7,8,1,16.5,0,8,1,0.3,0,8,1,0,1,8,1,76,8,1
2017/9/23,20.7,8,1,24.5,8,1,18.1,8,1,25.5,0,8,1,0.9,0,8,1,0,1,8,1,81,8,1
2017/9/24,22.7,8,1,28.5,8,1,18.2,8,1,0,1,8,1,7.1,0,8,1,0,1,8,1,72,8,1
2017/9/25,23.7,8,1,28.7,8,1,19.6,8,1,0.0,0,8,1,5.7,0,8,1,0,1,8,1,69,8,1
2017/9/26,23.5,8,1,28.9,8,1,18.8,8,1,0,1,8,1,8.7,0,8,1,0,1,8,1,72,8,1
2017/9/27,23.3,8,1,27.6,8,1,20.3,8,1,0.5,0,8,1,3.0,0,8,1,0,1,8,1,77,8,1
2017/9/28,20.2,8,1,26.7,8,1,16.0,8,1,18.5,0,8,1,0.4,0,8,1,0,1,8,1,74,8,1
2017/9/29,19.6,8,1,25.8,8,1,13.9,8,1,0,1,8,1,11.3,0,8,1,0,1,8,1,66,8,1
2017/9/30,19.6,8,1,25.3,8,1,15.8,8,1,0,1,8,1,5.8,0,8,1,0,1,8,1,61,8,1
2017/10/1,19.9,8,1,26.0,8,1,13.6,8,1,0,1,8,1,8.5,0,8,1,0,1,8,1,61,8,1
2017/10/2,20.6,8,1,24.3,8,1,18.1,8,1,2.0,0,8,1,0.2,0,8,1,0,1,8,1,78,8,1
2017/10/3,22.7,8,1,28.7,8,1,18.8,8,1,0.0,0,8,1,6.4,0,8,1,0,1,8,1,67,8,1
2017/10/4,18.7,8,1,23.6,8,1,14.3,8,1,0,1,8,1,4.2,0,8,1,0,1,8,1,45,8,1
2017/10/5,15.8,8,1,21.0,8,1,11.6,8,1,0,1,8,1,6.2,0,8,1,0,1,8,1,55,8,1
2017/10/6,14.9,8,1,18.3,8,1,13.1,8,1,13.5,0,8,1,0.0,0,8,1,0,1,8,1,77,8,1
2017/10/7,18.9,8,1,24.5,8,1,14.6,8,1,11.0,0,8,1,4.4,0,8,1,0,1,8,1,86,8,1
2017/10/8,20.9,8,1,27.3,8,1,16.5,8,1,0,1,8,1,7.9,0,8,1,0,1,8,1,79,8,1
2017/10/9,22.1,8,1,27.0,8,1,17.8,8,1,0,1,8,1,9.9,0,8,1,0,1,8,1,71,8,1
2017/10/10,23.7,8,1,29.8,8,1,18.1,8,1,0,1,8,1,10.5,0,8,1,0,1,8,1,72,8,1
2017/10/11,21.3,8,1,24.5,8,1,18.9,8,1,0.0,0,8,1,2.1,0,8,1,0,1,8,1,84,8,1
2017/10/12,22.3,8,1,28.5,8,1,18.1,8,1,0.0,0,8,1,6.9,0,8,1,0,1,8,1,74,8,1
2017/10/13,14.9,8,1,18.3,8,1,14.2,8,1,19.0,0,8,1,0.0,0,8,1,0,1,8,1,93,8,1
2017/10/14,15.5,8,1,16.7,8,1,14.4,8,1,1.5,0,8,1,0.0,0,8,1,0,1,8,1,86,8,1
2017/10/15,15.0,8,1,16.2,8,1,13.9,8,1,11.5,0,8,1,0.0,0,8,1,0,1,8,1,91,8,1
2017/10/16,12.6,8,1,14.1,8,1,11.6,8,1,28.5,0,8,1,0.0,0,8,1,0,1,8,1,94,8,1
2017/10/17,13.4,8,1,16.7,8,1,11.7,8,1,8.5,0,8,1,0.0,0,8,1,0,1,8,1,91,8,1
2017/10/18,14.0,8,1,19.2,8,1,8.8,8,1,0.0,0,8,1,6.6,0,8,1,0,1,8,1,70,8,1
2017/10/19,11.1,8,1,12.4,8,1,10.0,8,1,27.0,0,8,1,0.0,0,8,1,0,1,8,1,93,8,1
2017/10/20,14.2,8,1,17.0,8,1,11.2,8,1,16.0,0,8,1,0.0,0,8,1,0,1,8,1,96,8,1
2017/10/21,16.5,8,1,17.4,8,1,15.6,8,1,28.5,0,8,1,0.0,0,8,1,0,1,8,1,99,8,1
2017/10/22,17.2,8,1,18.2,8,1,16.5,8,1,118.0,0,8,1,0.0,0,8,1,0,1,8,1,99,8,1
2017/10/23,17.3,8,1,22.1,8,1,13.8,8,1,138.5,0,8,1,5.0,0,8,1,0,1,8,1,61,8,1
2017/10/24,13.9,8,1,16.7,8,1,11.8,8,1,0.0,0,8,1,0.3,0,8,1,0,1,8,1,66,8,1
2017/10/25,12.9,8,1,16.6,8,1,10.2,8,1,2.5,0,8,1,0.0,0,8,1,0,1,8,1,81,8,1
2017/10/26,13.8,8,1,21.3,8,1,7.6,8,1,0,1,8,1,10.3,0,8,1,0,1,8,1,68,8,1
2017/10/27,13.8,8,1,20.7,8,1,7.8,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,70,8,1
2017/10/28,13.6,8,1,15.7,8,1,11.9,8,1,15.0,0,8,1,0.0,0,8,1,0,1,8,1,84,8,1
2017/10/29,14.7,8,1,17.9,8,1,13.1,8,1,61.0,0,8,1,0.0,0,8,1,0,1,8,1,96,8,1
2017/10/30,14.1,8,1,19.0,8,1,8.9,8,1,0,1,8,1,10.1,0,8,1,0,1,8,1,50,8,1
2017/10/31,12.8,8,1,19.5,8,1,7.7,8,1,0,1,8,1,9.9,0,8,1,0,1,8,1,49,8,1
2017/11/1,11.5,8,1,17.5,8,1,6.4,8,1,0,1,8,1,5.3,0,8,1,0,1,8,1,67,8,1
2017/11/2,13.7,8,1,21.2,8,1,7.0,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,68,8,1
2017/11/3,16.4,8,1,23.1,8,1,11.2,8,1,0,1,8,1,8.9,0,8,1,0,1,8,1,61,8,1
2017/11/4,15.3,8,1,22.3,8,1,11.1,8,1,0.0,0,8,1,5.2,0,8,1,0,1,8,1,57,8,1
2017/11/5,12.4,8,1,18.1,8,1,8.2,8,1,0,1,8,1,10.1,0,8,1,0,1,8,1,50,8,1
2017/11/6,11.5,8,1,18.8,8,1,4.9,8,1,0,1,8,1,10.0,0,8,1,0,1,8,1,62,8,1
2017/11/7,13.4,8,1,20.8,8,1,6.3,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,65,8,1
2017/11/8,12.7,8,1,15.3,8,1,10.4,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,75,8,1
2017/11/9,13.9,8,1,17.5,8,1,9.6,8,1,0,1,8,1,10.1,0,8,1,0,1,8,1,45,8,1
2017/11/10,10.4,8,1,16.6,8,1,4.2,8,1,0,1,8,1,8.5,0,8,1,0,1,8,1,61,8,1
2017/11/11,12.3,8,1,20.2,8,1,5.9,8,1,0,1,8,1,8.5,0,8,1,0,1,8,1,53,8,1
2017/11/12,11.2,8,1,16.8,8,1,6.9,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,44,8,1
2017/11/13,10.1,8,1,15.9,8,1,4.5,8,1,0.0,0,8,1,8.2,0,8,1,0,1,8,1,62,8,1
2017/11/14,10.7,8,1,14.7,8,1,8.0,8,1,0.0,0,8,1,0.7,0,8,1,0,1,8,1,78,8,1
2017/11/15,11.7,8,1,17.1,8,1,7.2,8,1,0,1,8,1,3.7,0,8,1,0,1,8,1,76,8,1
2017/11/16,10.1,8,1,16.0,8,1,4.6,8,1,0,1,8,1,9.9,0,8,1,0,1,8,1,51,8,1
2017/11/17,7.4,8,1,13.5,8,1,1.1,8,1,0,1,8,1,9.3,0,8,1,0,1,5,1,63,8,1
2017/11/18,8.2,8,1,11.4,8,1,6.1,8,1,0,1,8,1,0.0,0,8,1,0,1,8,1,68,8,1
2017/11/19,8.3,8,1,14.2,8,1,3.9,8,1,0,1,8,1,8.9,0,8,1,0,1,8,1,41,8,1
2017/11/20,4.5,8,1,9.0,8,1,1.2,8,1,0,1,8,1,2.1,0,8,1,0,1,8,1,63,8,1
2017/11/21,6.8,8,1,11.9,8,1,1.7,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,48,8,1
2017/11/22,6.0,8,1,9.9,8,1,0.5,8,1,0.5,0,8,1,4.2,0,8,1,0,1,8,1,62,8,1
2017/11/23,9.6,8,1,16.4,8,1,6.6,8,1,10.5,0,8,1,4.1,0,8,1,0,1,8,1,67,8,1
